X,Y,X,Y,wkt_geom,insert_tim,id,license_id,account_nu,site_numbe,legal_name,doing_busi,address,city,state,zip_code,license_co,license_de,license_nu,applicatio,applicat_1,applicat_2,payment_da,conditiona,license_st,expiration,license_ap,date_issue,license__1,license__2,ssa,latitude,longitude,location,geom_3435,time_updat,time_creat,gid,business_a,business_1
-87.67730374,41.89959483,-87.677303739999999,41.899594829999998,Point (-87.67730373599999893 41.8995948310000017),00:02.6,2446495-20170117,2446495,403775,1,DOLLOP BAKE SHOP LLC,DOLLOP BAKE SHOP,1000 N DAMEN AVE 1ST,CHICAGO,IL,60622,1006,Retail Food Establishment,2446495,ISSUE,,,2/4/16,N,1/17/17,2/15/19,1/17/17,1/17/17,AAI,,,41.899594829999998,-87.677303739999999,,"SRID=3435;POINT(1162847.67746379 1906685.11380534)",58:39.0,58:39.0,900593,Sale of Food Prepared Onsite With Dining Area,781
-87.62398052,41.90011846,-87.623980520000003,41.900118460000002,Point (-87.62398051899999984 41.90011845699999782),00:03.5,2114424-20170316,2509154,309247,8,"WWL DHOTEL INVESTORS, L.L.C.",EXPRESSION LAVAZZA,140 E WALTON PL 1 1,CHICAGO,IL,60611,1006,Retail Food Establishment,2114424,RENEW,,,3/10/17,N,3/16/17,3/15/19,3/10/17,3/14/17,AAI,,,41.900118460000002,-87.623980520000003,,"SRID=3435;POINT(1177362.90551688 1906991.44350708)",56:31.0,56:31.0,957498,Retail Sales of Perishable Foods,775
-87.62427247,41.90080165,-87.624272469999994,41.900801649999998,Point (-87.62427246800000091 41.9008016490000017),30:03.1,2002567-20170316,2507988,63219,2,RESTAURANT ONE LIMITED PARTNERSHIP,SPIAGGIA/CAFE SPIAGGIA,980 N MICHIGAN AVE,CHICAGO,IL,60611,1481,Caterer's Liquor License,2002567,RENEW,,,1/24/17,N,3/16/17,3/15/19,1/24/17,1/25/17,AAI,,,41.900801649999998,-87.624272469999994,,"SRID=3435;POINT(1177281.36773809 1907239.74199636)",02:46.0,02:46.0,914833,Catering of Liquor To Events,630
-87.66274217,41.90081388,-87.662742170000001,41.900813880000001,Point (-87.66274217100000499 41.90081387699999738),00:38.6,1818746-20161116,2490677,316683,1,FATNA HOOKA LOUNGE INC.,ARABIA CAFE,1046 N MILWAUKEE AVE 1,CHICAGO,IL,60642,1781,Tobacco Retail Over Counter,1818746,RENEW,,,11/15/16,N,11/16/16,11/15/18,11/15/16,11/15/16,AAI,,,41.900813880000001,-87.662742170000001,,"SRID=3435;POINT(1166808.46926804 1907159.98512737)",56:25.0,56:25.0,882875,Retail Sale of Tobacco,763
-87.62741623,41.90088671,-87.627416229999994,41.900886710000002,Point (-87.62741623399999469 41.90088670699999795),00:33.6,2142221-20160516,2456267,369504,3,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE,1003-1005 N RUSH ST 1-2,CHICAGO,IL,60611,1475,Consumption on Premises - Incidental Activity,2142221,RENEW,,,4/21/16,N,5/16/16,5/15/18,4/21/16,4/22/16,AAC,3/14/17,,41.900886710000002,-87.627416229999994,,"SRID=3435;POINT(1176425.26396731 1907263.67903236)",56:35.0,56:35.0,863216,Consumption of Liquor on Premises,638
-87.6648939,41.90219311,-87.664893899999996,41.902193109999999,Point (-87.66489390399999593 41.90219310799999874),00:37.0,2496518-20161109,2496518,411377,1,"LITTLE MISS, INC.",LOVELY KITCHEN AND CAFE,1130 N MILWAUKEE AVE 1,CHICAGO,IL,60642,1006,Retail Food Establishment,2496518,ISSUE,,,11/4/16,N,11/9/16,11/15/18,11/9/16,11/9/16,AAI,,,41.902193109999999,-87.664893899999996,,"SRID=3435;POINT(1166218.77292325 1907658.00569633)",57:35.0,57:35.0,882482,Sale of Food Prepared Onsite With Dining Area,781
-87.62828448,41.90268671,-87.628284480000005,41.902686709999998,Point (-87.62828447900000128 41.90268670700000087),00:36.9,2397687-20150506,2397687,398004,1,"THE GODDESS STATE STREET, INC.",THE GODDESS GOLD COAST,1127 N STATE ST,CHICAGO,IL,60610,1006,Retail Food Establishment,2397687,ISSUE,,,4/29/15,N,5/6/15,5/15/17,5/5/15,5/6/15,AAI,,,41.902686709999998,-87.628284480000005,,"SRID=3435;POINT(1176183.50527595 1907917.65632029)",05:07.0,05:07.0,847520,Sale of Food Prepared Onsite Without Dining Area,782
-87.69050019,41.90287407,-87.690500189999995,41.902874070000003,Point (-87.69050018599999419 41.90287407000000286),00:40.4,1913938-20161116,2490635,313737,1,"DIVISION DRAFT, LLC",LA HAVANA CAFE,2525 W DIVISION ST 1,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,1913938,RENEW,,,11/17/16,N,11/16/16,11/15/18,11/17/16,11/18/16,AAI,,,41.902874070000003,-87.690500189999995,,"SRID=3435;POINT(1159246.10140639 1907852.87267084)",56:44.0,56:44.0,883406,Consumption of Liquor on Premises,638
-87.69352967,41.90306434,-87.693529670000004,41.903064340000000,Point (-87.69352967000000376 41.90306433800000008),25:39.4,2500992-20170110,2500992,248631,4,WANDA COLON,CAFE COLAO,2638 W DIVISION ST 1,CHICAGO,IL,60622,1006,Retail Food Establishment,2500992,ISSUE,,,12/2/16,N,1/10/17,11/15/18,1/10/17,1/10/17,AAI,,,41.903064340000000,-87.693529670000004,,"SRID=3435;POINT(1158420.87524586 1907916.04094653)",00:32.0,00:32.0,895230,Sale of Food Prepared Onsite With Dining Area,781
-87.67775518,41.90307251,-87.677755180000005,41.903072510000001,Point (-87.67775518400000578 41.90307250600000089),00:42.5,1679707-20161116,2490260,263712,1,JANIK'S SUBS INC.,JANIK'S CAFE,2011 W DIVISION ST,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,1679707,RENEW,,,11/2/16,N,11/16/16,11/15/18,11/2/16,11/3/16,AAI,,,41.903072510000001,-87.677755180000005,,"SRID=3435;POINT(1162715.09026659 1907951.43963242)",54:47.0,54:47.0,881979,Consumption of Liquor on Premises,638
-87.66996531,41.90319559,-87.669965309999995,41.903195590000003,Point (-87.6699653120000022 41.90319559299999952),48:28.0,1276342-20170416,2513175,63414,92,STARBUCKS CORPORATION,STARBUCK'S COFFEE #2636,1701 W DIVISION ST,CHICAGO,IL,60622,1006,Retail Food Establishment,1276342,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.903195590000003,-87.669965309999995,,"SRID=3435;POINT(1164835.35558483 1908012.59486346)",59:00.0,59:00.0,971918,Retail Sales of Perishable Foods,775
-87.68133976,41.90322929,-87.681339760000000,41.903229289999999,Point (-87.68133976100000382 41.90322929300000254),48:28.0,2500745-20170405,2500745,411619,1,"PURPLE LLAMA, INCORPORATED",PURPLE LLAMA COFFEE AND RECORDS,2140 W DIVISION ST 1ST,CHICAGO,IL,60622,1006,Retail Food Establishment,2500745,ISSUE,,,3/23/17,N,4/5/17,4/15/19,4/4/17,4/5/17,AAI,,,41.903229289999999,-87.681339760000000,,"SRID=3435;POINT(1161738.83812087 1908001.13591533)",58:58.0,58:58.0,972073,Retail Sales of General Merchandise and Non-Perishable Food | Sale of Food Prepared Onsite With Dining Area,767 | 781
-87.66789341,41.90323156,-87.667893410000005,41.903231560000002,Point (-87.66789341199999797 41.90323156400000215),00:25.5,2294369-20160916,2478667,86212,17,INTELLIGENTSIA COFFEE INC.,Intelligentsia Coffee and Tea,1609 W DIVISION ST 1,CHICAGO,IL,60622,1006,Retail Food Establishment,2294369,RENEW,,,9/15/16,N,9/16/16,9/15/18,9/15/16,9/26/16,AAI,,,41.903231560000002,-87.667893410000005,,"SRID=3435;POINT(1165399.27965382 1908030.07111163)",59:01.0,59:01.0,878336,Sale of Food Prepared Onsite With Dining Area,781
-87.67566894,41.90332716,-87.675668939999994,41.903327160000003,Point (-87.67566894300000513 41.90332716399999669),00:25.5,1223687-20161116,2490109,222564,1,"BREAD & OLIVE, INC.",MILK & HONEY CAFE,1920 W DIVISION ST,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,1223687,RENEW,,,9/23/16,N,11/16/16,11/15/18,9/23/16,9/26/16,AAI,,,41.903327160000003,-87.675668939999994,,"SRID=3435;POINT(1163282.30957684 1908048.58418986)",00:17.0,00:17.0,878321,Consumption of Liquor on Premises,638
-87.65921321,41.90359031,-87.659213210000004,41.903590309999998,Point (-87.65921320900000069 41.90359031399999878),00:32.0,1974145-20150616,2395186,343549,1,ELENI'S CAFE INC.,ELENIS CAFE,1250 W DIVISION ST 1,CHICAGO,IL,60642,1006,Retail Food Establishment,1974145,RENEW,,,6/13/15,N,6/16/15,6/15/17,6/13/15,6/15/15,AAI,,,41.903590309999998,-87.659213210000004,,"SRID=3435;POINT(1167761.23116929 1908179.24925197)",11:20.0,11:20.0,29494,Retail Sales of Perishable Foods,775
-87.6300569,41.90381264,-87.630056900000000,41.903812639999998,Point (-87.63005690299999628 41.90381263900000164),48:28.0,23045-20170416,2513123,63414,19,STARBUCKS CORPORATION,STARBUCKS COFFEE #236,39 W DIVISION ST 1ST,CHICAGO,IL,60610,1006,Retail Food Establishment,23045,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.903812639999998,-87.630056900000000,,"SRID=3435;POINT(1175697.63685373 1908323.98607243)",59:00.0,59:00.0,971867,Retail Sales of Perishable Foods,775
-87.63278645,41.9042475,-87.632786449999998,41.904247499999997,Point (-87.63278644700000086 41.90424750300000056),00:51.5,2391343-20150824,2391343,397412,1,"Cassava Cafe, LLC",Cassava Cafe,1211 N LA SALLE DR 1 CU2,CHICAGO,IL,60610,1006,Retail Food Establishment,2391343,ISSUE,,,4/1/15,N,8/24/15,9/15/17,8/24/15,8/24/15,AAI,,,41.904247499999997,-87.632786449999998,,"SRID=3435;POINT(1174953.29549795 1908476.37089848)",10:07.0,10:07.0,853550,Sale of Food Prepared Onsite With Dining Area | Retail Sales of General Merchandise and Non-Perishable Food,781 | 767
-87.64033362,41.90447254,-87.640333620000007,41.904472540000000,Point (-87.64033362399999305 41.90447254400000077),48:28.0,23132-20170416,2513154,63414,58,STARBUCKS CORPORATION,STARBUCKS COFFEE #2412,1229 N CLYBOURN AVE  1,CHICAGO,IL,60610,1006,Retail Food Establishment,23132,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.904472540000000,-87.640333620000007,,"SRID=3435;POINT(1172898.12487303 1908541.68808491)",58:59.0,58:59.0,971991,Retail Sales of Perishable Foods,775
-87.70179768,41.90474032,-87.701797679999999,41.904740320000002,Point (-87.70179767700000184 41.90474031800000176),00:25.6,2411342-20160428,2411342,399321,1,CAFE ALEJO LLC,ALEJO'S BOATHOUSE CAFE,1301-1331 N HUMBOLDT DR,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,2411342,ISSUE,,,2/25/16,N,4/28/16,5/15/18,4/28/16,4/28/16,AAI,,,41.904740320000002,-87.701797679999999,,"SRID=3435;POINT(1156165.60663022 1908510.08997877)",08:58.0,08:58.0,863963,Consumption of Liquor on Premises,638
-87.63466106,41.90482953,-87.634661059999999,41.904829530000001,Point (-87.63466105499999514 41.90482952600000033),01:58.6,2397762-20150826,2397762,369504,12,"COFFEE HOUSE HOLDINGS, INC.",STARBUCKS COFFEE #22423,1230 N WELLS ST 1ST,CHICAGO,IL,60610,1475,Consumption on Premises - Incidental Activity,2397762,ISSUE,,,7/7/15,Y,8/26/15,9/15/17,8/26/15,8/26/15,AAC,3/14/17,,41.904829530000001,-87.634661059999999,,"SRID=3435;POINT(1174441.25837616 1908684.29859257)",56:35.0,56:35.0,854126,Consumption of Liquor on Premises,638
-87.65946302,41.90542878,-87.659463020000004,41.905428780000001,Point (-87.6594630230000007 41.90542878299999785),00:32.0,2177751-20150616,2395187,343549,2,ELENI'S CAFE INC.,ELENI'S CAFE,1301 N ELSTON AVE 1ST,CHICAGO,IL,60642,1006,Retail Food Establishment,2177751,RENEW,,,6/13/15,N,6/16/15,6/15/17,6/13/15,6/15/15,AAI,,,41.905428780000001,-87.659463020000004,,"SRID=3435;POINT(1167687.96284836 1908848.65397558)",07:08.0,07:08.0,32553,Retail Sales of Perishable Foods,775
-87.67174892,41.90686821,-87.671748919999999,41.906868209999999,Point (-87.6717489180000058 41.90686820799999879),00:37.7,2013495-20161116,2490994,349810,1,Filter Cafe Inc.,Filter Coffee Lounge,1373 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1006,Retail Food Establishment,2013495,RENEW,,,10/4/16,N,11/16/16,11/15/18,10/4/16,10/5/16,AAI,,,41.906868209999999,-87.671748919999999,,"SRID=3435;POINT(1164339.48949093 1909347.14773827)",00:28.0,00:28.0,879435,Retail Sales of Perishable Foods,775
-87.63472978,41.90692621,-87.634729780000001,41.906926210000002,Point (-87.63472978199999375 41.9069262089999981),00:39.2,1122833-20160216,2439399,210982,1,B & Y INC,CAFE SUSHI-WELLS,1342 N WELLS ST,CHICAGO,IL,60610,1006,Retail Food Establishment,1122833,RENEW,,,1/8/16,N,2/16/16,2/15/18,1/8/16,1/8/16,AAI,,,41.906926210000002,-87.634729780000001,,"SRID=3435;POINT(1174416.32712166 1909448.17918449)",05:10.0,05:10.0,14544,Retail Sales of Perishable Foods,775
-87.67493205,41.90861123,-87.674932049999995,41.908611229999998,Point (-87.67493205200000261 41.90861122599999788),00:36.3,2391938-20160322,2391938,397638,1,"VOLUMES, LLC",VOLUMES BOOKCAFE,1474 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,2391938,ISSUE,,,7/23/15,Y,3/22/16,4/15/18,3/22/16,3/22/16,AAI,,,41.908611229999998,-87.674932049999995,,"SRID=3435;POINT(1163468.13103404 1909975.63765297)",13:31.0,13:31.0,860295,Consumption of Liquor on Premises,638
-87.65225588,41.90885466,-87.652255879999998,41.908854660000003,Point (-87.65225588200000573 41.90885465600000259),00:56.9,2109679-20150916,2416369,354740,1,WORK OF ART CORP.,KINGSBURY STREET CAFE,1523 N KINGSBURY ST 1,CHICAGO,IL,60642,1475,Consumption on Premises - Incidental Activity,2109679,RENEW,,,9/11/15,N,9/16/15,9/15/17,9/11/15,9/11/15,AAI,,,41.908854660000003,-87.652255879999998,,"SRID=3435;POINT(1169639.95637869 1910112.53926149)",13:12.0,13:12.0,23079,Consumption of Liquor on Premises,638
-87.63837516,41.90885673,-87.638375159999995,41.908856729999997,Point (-87.6383751630000063 41.90885672600000333),00:32.0,1909527-20160916,2480922,332315,1,"EVA'S COFFEE, INC.","EVA'S COFFEE, INC.",1447 N SEDGWICK ST 1ST,CHICAGO,IL,60610,1006,Retail Food Establishment,1909527,RENEW,,,9/6/16,N,9/16/16,9/15/18,9/6/16,9/7/16,AAI,,,41.908856729999997,-87.638375159999995,,"SRID=3435;POINT(1173418.3158449 1910143.60067342)",55:05.0,55:05.0,876443,Retail Sales of Perishable Foods,775
-87.67533743,41.90887113,-87.675337429999999,41.908871130000001,Point (-87.67533742499999505 41.90887112699999761),00:24.3,2084337-20150816,2409489,360214,1,NATIVE FOODS BUCKTOWN LLC,NATIVE FOODS CAFE,1484 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,2084337,RENEW,,,7/10/15,N,8/16/15,8/15/17,7/10/15,7/13/15,AAI,,,41.908871130000001,-87.675337429999999,,"SRID=3435;POINT(1163357.06064801 1910069.49902067)",11:50.0,11:50.0,477463,Consumption of Liquor on Premises,638
-87.80262196,41.90904012,-87.802621959999996,41.909040120000000,Point (-87.80262196200000346 41.9090401159999999),48:28.0,1489003-20170416,2513183,63414,102,STARBUCKS CORPORATION,STARBUCKS COFFEE #2949,7112 W NORTH AVE,CHICAGO,IL,60707,1006,Retail Food Establishment,1489003,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.909040120000000,-87.802621959999996,,"SRID=3435;POINT(1128709.59579573 1909891.00332729)",59:00.0,59:00.0,971866,Retail Sales of Perishable Foods,775
-87.64750168,41.90931377,-87.647501680000005,41.909313769999997,Point (-87.64750167900000122 41.90931377399999747),25:39.4,2506138-20170110,2506138,86522,55,"ARAMARK SERVICES, INC",CAPITAL ONE - CAFE,1538 N CLYBOURN AVE 1,CHICAGO,IL,60610,1006,Retail Food Establishment,2506138,ISSUE,,,12/29/16,N,1/10/17,3/15/19,1/10/17,1/10/17,AAI,,,41.909313769999997,-87.647501680000005,,"SRID=3435;POINT(1170932.72418316 1910290.15372282)",00:32.0,00:32.0,895221,Preparation of Food and Dining on Premise With Seating,735
-87.67680323,41.90980908,-87.676803230000004,41.909809080000002,Point (-87.67680322900000078 41.9098090809999988),35:19.2,2320241-20160416,2451044,389187,1,"RED E COFFEE AND GROCERS, INC.",BRU COFFEE HOUSE,1562 N MILWAUKEE AVE,CHICAGO,IL,60622,1006,Retail Food Establishment,2320241,RENEW,,,6/27/16,N,4/16/16,4/15/18,6/27/16,6/27/16,AAI,,,41.909809080000002,-87.676803230000004,,"SRID=3435;POINT(1162955.44947746 1910408.2327335)",10:33.0,10:33.0,868832,Sale of Food Prepared Onsite With Dining Area,781
-87.67751595,41.91027801,-87.677515950000000,41.910278009999999,Point (-87.67751594800000703 41.91027801100000261),48:24.5,1046017-20170416,2513160,63414,71,STARBUCKS CORPORATION,STARBUCKS COFFEE #2443,1588 N MILWAUKEE AVE,CHICAGO,IL,60622,1006,Retail Food Establishment,1046017,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.910278009999999,-87.677515950000000,,"SRID=3435;POINT(1162760.14212685 1910577.62703715)",59:01.0,59:01.0,971696,Retail Sales of Perishable Foods,775
-87.67813043,41.9103642,-87.678130429999996,41.910364199999997,Point (-87.67813042800000289 41.91036420399999685),01:38.7,19553-20151116,2425270,63274,1,"ESTELLE'S CAFE & PUB, LTD.",ESTELLES CAFE & PUB LTD,2013 W NORTH AVE 1ST,CHICAGO,IL,60647,1475,Consumption on Premises - Incidental Activity,19553,RENEW,,,11/2/15,N,11/16/15,11/15/17,11/2/15,11/3/15,AAI,,,41.910364199999997,-87.678130429999996,,"SRID=3435;POINT(1162592.64308336 1910607.75756608)",13:27.0,13:27.0,846740,Consumption of Liquor on Premises,638
-87.63191766,41.91048587,-87.631917659999999,41.910485870000002,Point (-87.63191765599999883 41.91048586899999862),48:24.5,23108-20170416,2513143,63414,46,STARBUCKS CORPORATION,STARBUCKS COFFEE #2334,106 W GERMANIA PL  MAIN,CHICAGO,IL,60610,1006,Retail Food Establishment,23108,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.910485870000002,-87.631917659999999,,"SRID=3435;POINT(1175171.2106577 1910751.56982287)",59:01.0,59:01.0,971740,Retail Sales of Perishable Foods,775
-87.67732926,41.91059435,-87.677329259999993,41.910594349999997,Point (-87.67732926300000429 41.91059434699999997),00:44.3,34115-20161116,2489871,63912,2,"BORDERLINE CAFE, INC.",ABSINTHE CAFE,1954 W NORTH AVE 1ST,CHICAGO,IL,60622,1475,Consumption on Premises - Incidental Activity,34115,RENEW,,,10/12/16,N,11/16/16,11/15/18,10/12/16,10/12/16,AAI,,,41.910594349999997,-87.677329259999993,,"SRID=3435;POINT(1162810.0754432 1910693.2886942)",01:33.0,01:33.0,880189,Consumption of Liquor on Premises,638
-87.67251693,41.91067167,-87.672516930000000,41.910671669999999,Point (-87.67251693299999715 41.91067166599999894),00:29.1,2458831-20160425,2458831,405531,1,WILSON BROTHERS LLC,THE GALLERY CAFE,1760 W NORTH AVE 1,CHICAGO,IL,60622,1006,Retail Food Establishment,2458831,ISSUE,,,4/18/16,N,4/25/16,5/15/18,4/22/16,4/25/16,AAI,,,41.910671669999999,-87.672516930000000,,"SRID=3435;POINT(1164119.74989599 1910731.51887974)",04:16.0,04:16.0,863450,Sale of Food Prepared Onsite Without Dining Area,782
-87.65315262,41.91072929,-87.653152620000000,41.910729289999999,Point (-87.65315262199999324 41.91072929199999919),48:24.5,23105-20170416,2513142,63414,45,STARBUCKS CORPORATION,STARBUCKS COFFEE #2329,1001 W NORTH AVE  E,CHICAGO,IL,60622,1006,Retail Food Establishment,23105,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.910729289999999,-87.653152620000000,,"SRID=3435;POINT(1169390.44447878 1910793.72138243)",59:01.0,59:01.0,971722,Retail Sales of Perishable Foods,775
-87.64933701,41.91093474,-87.649337009999996,41.910934740000002,Point (-87.64933701299999314 41.91093474000000185),48:28.0,2183764-20170416,2513211,63414,155,STARBUCKS CORPORATION,STARBUCKS COFFEE # 16696,1599 N CLYBOURN AVE 1 1,CHICAGO,IL,60642,1006,Retail Food Establishment,2183764,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.910934740000002,-87.649337009999996,,"SRID=3435;POINT(1170428.43499991 1910876.84607646)",58:58.0,58:58.0,972080,Retail Sales of Perishable Foods,775
-87.65315955,41.91094876,-87.653159549999998,41.910948759999997,Point (-87.65315955100000167 41.91094876300000038),00:35.6,76517-20161116,2489365,22622,2,"PEET'S OPERATING COMPANY, INC.",PEET'S COFFEE & TEA,1000 W NORTH AVE,CHICAGO,IL,60622,1006,Retail Food Establishment,76517,RENEW,,,11/3/16,N,11/16/16,11/15/18,11/3/16,11/4/16,AAI,,,41.910948759999997,-87.653159549999998,,"SRID=3435;POINT(1169387.92423289 1910873.68186854)",56:22.0,56:22.0,882076,Retail Sales of Perishable Foods,775
-87.6348513,41.91094942,-87.634851299999994,41.910949420000001,Point (-87.63485130300000492 41.91094942099999798),00:57.1,2398986-20150807,2398986,398539,1,"LPQ N. WELLS ST, INC.",LE PAIN QUOTIDIEN,1562 N WELLS ST 1ST,CHICAGO,IL,60610,1475,Consumption on Premises - Incidental Activity,2398986,ISSUE,,,6/26/15,N,8/7/15,8/15/17,8/7/15,8/7/15,AAI,,,41.910949420000001,-87.634851299999994,,"SRID=3435;POINT(1174371.30930417 1910913.97224173)",17:24.0,17:24.0,843505,Consumption of Liquor on Premises,638
-87.63486073,41.91125521,-87.634860730000000,41.911255210000000,Point (-87.63486072599999943 41.91125520899999657),48:24.5,23116-20170416,2513147,63414,50,STARBUCKS CORPORATION,STARBUCKS COFFEE #2370,1602 N WELLS ST 1 1,CHICAGO,IL,60614,1006,Retail Food Establishment,23116,RENEW,,,3/31/17,N,4/16/17,4/15/19,3/31/17,4/5/17,AAI,,,41.911255210000000,-87.634860730000000,,"SRID=3435;POINT(1174367.83700058 1911025.3808466)",59:01.0,59:01.0,971800,Retail Sales of Perishable Foods,775
-87.63156657,41.91131036,-87.631566570000004,41.911310360000002,Point (-87.63156657099999336 41.91131036099999818),48:28.0,1947474-20170416,2513292,71215,5,"CHICAGO HISTORICAL SOCIETY, INCORPORATED",NORTH & CLARK CAFE,1601 N CLARK ST 1,CHICAGO,IL,60614,1006,Retail Food Establishment,1947474,RENEW,,,4/3/17,N,4/16/17,4/15/19,4/3/17,4/4/17,AAI,,,41.911310360000002,-87.631566570000004,,"SRID=3435;POINT(1175264.31624457 1911052.79733686)",57:01.0,57:01.0,972152,Retail Sales of Perishable Foods,775
-87.67735194,41.91197123,-87.677351939999994,41.911971229999999,Point (-87.67735193599999377 41.91197123100000255),00:35.1,2293897-20160516,2454891,268058,4,"FEAST, INC.",THE GODDESS AND  GROCER,1649 N DAMEN AVE 1 & 2,CHICAGO,IL,60647,1475,Consumption on Premises - Incidental Activity,2293897,RENEW,,,6/10/16,N,5/16/16,11/15/17,6/10/16,6/10/16,AAI,,,41.911971229999999,-87.677351939999994,,"SRID=3435;POINT(1162800.06665362 1911194.97910984)",16:41.0,16:41.0,867777,Consumption of Liquor on Premises,638
-87.68337678,41.9143512,-87.683376780000003,41.914351199999999,Point (-87.68337677700000654 41.9143512030000025),00:24.7,2446723-20160531,2446723,403883,1,IPSENTO 606 LLC,IPSENTO COFFEE,1813 N MILWAUKEE AVE,CHICAGO,IL,60647,1475,Consumption on Premises - Incidental Activity,2446723,ISSUE,,,3/23/16,Y,5/31/16,6/15/18,5/31/16,5/31/16,AAI,,,41.914351199999999,-87.683376780000003,,"SRID=3435;POINT(1161153.59910825 1912049.75837866)",04:20.0,04:20.0,866835,Consumption of Liquor on Premises,638
-87.66497833,41.91474261,-87.664978329999997,41.914742609999998,Point (-87.66497832700000004 41.91474260900000104),00:03.6,2511626-20170323,2511626,413688,1,DMK COFFEE I LLC,WEREWOLF COFFEE BAR,1765 N ELSTON AVE 1,CHICAGO,IL,60622,1006,Retail Food Establishment,2511626,ISSUE,,,3/13/17,N,3/23/17,4/15/19,3/22/17,3/23/17,AAI,,,41.914742609999998,-87.664978329999997,,"SRID=3435;POINT(1166160.15766088 1912230.87372367)",56:30.0,56:30.0,962683,Sale of Food Prepared Onsite With Dining Area,781
-87.74590776,41.91571015,-87.745907759999994,41.915710150000002,Point (-87.74590775500000461 41.91571014600000211),10:03.4,2114597-20161216,2493589,17346,11,CONLEY E SHIRLEY SENIOR,Northstar Coffee,1919 N CICERO AVE 1 0,CHICAGO,IL,60639,1006,Retail Food Establishment,2114597,RENEW,,,12/22/16,N,12/16/16,12/15/18,12/22/16,3/9/17,AAI,,,41.915710150000002,-87.745907759999994,,"SRID=3435;POINT(1144130.60865977 1912422.1839098)",00:25.0,00:25.0,956446,Retail Sales of Perishable Foods,775
-87.68752369,41.9161857,-87.687523690000006,41.916185700000000,Point (-87.68752368799999886 41.91618570100000341),00:11.0,2506855-20170301,2506855,394271,3,Dining Consultants International LLC,HERO COFFEE BAR,1912 N WESTERN AVE 1,CHICAGO,IL,60647,1006,Retail Food Establishment,2506855,ISSUE,,,1/11/17,N,3/1/17,11/15/18,3/1/17,3/1/17,AAI,,,41.916185700000000,-87.687523690000006,,"SRID=3435;POINT(1160019.86390401 1912709.7249106)",57:27.0,57:27.0,948317,Sale of Food Prepared Onsite With Dining Area,781
-87.74723169,41.9168114,-87.747231690000007,41.916811400000000,Point (-87.747231694000007 41.91681140000000028),00:03.8,2368572-20170316,2510238,394993,1,OCHOA RESTAURANT CORPORATION,MARIANO CAFE,4825 W ARMITAGE AVE 1ST,CHICAGO,IL,60639,1006,Retail Food Establishment,2368572,RENEW,,,2/21/17,N,3/16/17,3/15/19,2/21/17,2/22/17,AAI,,,41.916811400000000,-87.747231690000007,,"SRID=3435;POINT(1143767.52613616 1912821.01620626)",56:21.0,56:21.0,941840,Sale of Food Prepared Onsite Without Dining Area,782
-87.73366744,41.91696266,-87.733667440000005,41.916962660000003,Point (-87.73366743900000131 41.91696265499999896),00:32.6,2293891-20160216,2442433,386144,1,"Armitage Courtyard Cafe, LLC",Armitage Courtyard Cafe,4255 W ARMITAGE AVE 1,CHICAGO,IL,60639,1006,Retail Food Establishment,2293891,RENEW,,,5/12/16,N,2/16/16,2/15/18,5/12/16,5/12/16,AAI,,,41.916962660000003,-87.733667440000005,,"SRID=3435;POINT(1147458.89795188 1912901.65507874)",04:48.0,04:48.0,865240,Sale of Food Prepared Onsite With Dining Area,781
-87.72905885,41.91702447,-87.729058850000001,41.917024470000001,Point (-87.72905885100000489 41.91702447099999773),00:02.6,1904037-20170116,2499630,330907,1,CAFE INTERNET LATINO INC.,CAFE INTERNET LATINO INC.,4101 W ARMITAGE AVE 1 1,CHICAGO,IL,60639,1006,Retail Food Establishment,1904037,RENEW,,,1/14/17,N,1/16/17,1/15/19,1/14/17,1/17/17,AAI,,,41.917024470000001,-87.729058850000001,,"SRID=3435;POINT(1148713.04703733 1912932.9849438)",58:39.0,58:39.0,900618,Retail Sales of Perishable Foods,775
